ORDER_NUMBER,DATE,TIME,EMAIL,COUNTRY,FIRST_NAME,LAST_NAME,ADDRESS,CITY,ZIP,PHONE,FIRST_NAME_SHIPPING,LAST_NAME_SHIPPING,ID_CARD,STATUS,NUMBER_PACK,NUMBER_STANDARD,NUMBER_EXCLUSIVE,PRICE
146,2023-6-6,17:46:30,amara.Ben Salah@gmail.com,France,Amara,Ben Salah,13 Rue de la Paix,Mulhouse,68100,0665432109,Sabrina,Djebbar,4,FAILED_PROCESSING,,,,
147,2023-6-6,17:46:42,amara.Ben Salah@gmail.com,France,Amara,Ben Salah,13 Rue de la Paix,Mulhouse,68100,0665432109,Ali,Zerouali,4,pending,,,,
148,2023-6-6,17:49:45,amara.Ben Salah@gmail.com,France,Amara,Ben Salah,13 Rue de la Paix,Mulhouse,68100,0665432109,Areski,Djebbar,4,FAILED_PROCESSING,,,,
149,2023-6-6,17:52:53,amara.Ben Salah@gmail.com,France,Amara,Ben Salah,13 Rue de la Paix,Mulhouse,68100,0665432109,Ali,Zerouali,4,FAILED_PROCESSING,,,,
150,2023-6-6,17:56:24,amara.Ben Salah@gmail.com,France,Amara,Ben Salah,13 Rue de la Paix,Mulhouse,68100,0665432109,Areski,Djebbar,1,FAILED_PROCESSING,,,,
151,2023-6-6,17:56:37,amara.Ben Salah@gmail.com,France,Amara,Ben Salah,13 Rue de la Paix,Mulhouse,68100,0665432109,Mendes,JB,4,FAILED_PROCESSING,,,,
152,2023-6-6,18:0:24,amara.Ben Salah@gmail.com,France,Amara,Ben Salah,13 Rue de la Paix,Mulhouse,68100,0665432109,Sabrina,Djebbar,3,FAILED_PROCESSING,,,,
153,2023-6-6,18:3:38,amara.Ben Salah@gmail.com,France,Amara,Ben Salah,13 Rue de la Paix,Mulhouse,68100,0665432109,Areski,Djebbar,4,FAILED_PROCESSING,,,,
154,2023-6-6,18:3:56,amara.Ben Salah@gmail.com,France,Amara,Ben Salah,13 Rue de la Paix,Mulhouse,68100,0665432109,Sabrina,Djebbar,5,FAILED_PROCESSING,,,,
155,2023-6-6,18:6:34,amara.Ben Salah@gmail.com,France,Amara,Ben Salah,13 Rue de la Paix,Mulhouse,68100,0665432109,Michael,Bedia,6,FAILED_PROCESSING,,,,
156,2023-6-6,18:9:51,amara.Ben Salah@gmail.com,France,Amara,Ben Salah,13 Rue de la Paix,Mulhouse,68100,0665432109,Michael,Bedia,3,FAILED_PROCESSING,,,,
157,2023-6-6,18:21:46,adama.Camara@gmail.com,France,Adama,Camara,3 Place des Halles,Toulon,83000,0678901234,Aboubacar,Magassouba,5,FAILED_PROCESSING,,,,
158,2023-6-6,18:22:4,adama.Camara@gmail.com,France,Adama,Camara,3 Place des Halles,Toulon,83000,0678901234,Hakim,Zerouali,3,FAILED,1,0,0,20.48
159,2023-6-6,18:35:13,ikram.Saidi@gmail.com,France,Ikram,Saidi,11 Rue de la Liberté,Nîmes,30000,0676543210,Ryad,Mebarki,3,FAILED_PROCESSING,,,,
160,2023-6-6,18:35:27,ikram.Saidi@gmail.com,France,Ikram,Saidi,11 Rue de la Liberté,Nîmes,30000,0676543210,Michael,Bedia,6,FAILED_PROCESSING,,,,
161,2023-6-6,18:38:50,ikram.Saidi@gmail.com,France,Ikram,Saidi,11 Rue de la Liberté,Nîmes,30000,0676543210,Hakim,Zerouali,1,FAILED_PROCESSING,,,,
162,2023-6-6,18:39:9,ikram.Saidi@gmail.com,France,Ikram,Saidi,11 Rue de la Liberté,Nîmes,30000,0676543210,Sabrina,Djebbar,2,FAILED_PROCESSING,,,,
163,2023-6-6,18:39:25,ikram.Saidi@gmail.com,France,Ikram,Saidi,11 Rue de la Liberté,Nîmes,30000,0676543210,Areski,Djebbar,3,FAILED_PROCESSING,,,,
164,2023-6-6,18:39:38,ikram.Saidi@gmail.com,France,Ikram,Saidi,11 Rue de la Liberté,Nîmes,30000,0676543210,Royce,Lounge,5,FAILED_PROCESSING,,,,
165,2023-6-6,18:39:55,ikram.Saidi@gmail.com,France,Ikram,Saidi,11 Rue de la Liberté,Nîmes,30000,0676543210,Ismael,Djebbar,5,FAILED_PROCESSING,,,,
166,2023-6-6,18:40:6,ikram.Saidi@gmail.com,France,Ikram,Saidi,11 Rue de la Liberté,Nîmes,30000,0676543210,Aboubacar,Magassouba,3,FAILED_PROCESSING,,,,
167,2023-6-6,18:40:48,ikram.Saidi@gmail.com,France,Ikram,Saidi,11 Rue de la Liberté,Nîmes,30000,0676543210,Michael,Bedia,6,FAILED_PROCESSING,,,,
168,2023-6-6,18:44:52,ikram.Saidi@gmail.com,France,Ikram,Saidi,11 Rue de la Liberté,Nîmes,30000,0676543210,Michael,Bedia,5,COMPLETED,1,0,0,20.48
169,2023-6-6,18:52:41,chahine.Zouari@gmail.com,France,Chahine,Zouari,5 Rue de la Gare,Vichy,03200,0665432109,Hakim,Zerouali,1,COMPLETED,2,0,0,36.24
170,2023-6-6,19:10:49,kezia.Salim@gmail.com,France,Kezia,Salim,21 Avenue de la République,Laon,02000,0601122334,Linda,Ouchene,3,COMPLETED,2,0,0,36.24
171,2023-6-6,19:12:16,keziah.Mahmoud@gmail.com,France,Keziah,Mahmoud,9 Rue des Tilleuls,Nanterre,92000,0687654321,Linda,Ouchene,6,COMPLETED,1,0,0,36.24
172,2023-6-6,19:15:37,edris.Haddad@gmail.com,France,Edris,Haddad,35 Rue des Platanes,Colmar,68000,0612345678,Hakim,Zerouali,4,COMPLETED,1,0,0,20.48
173,2023-6-6,19:27:18,emine.Ben Youssef@gmail.com,France,Emine,Ben Youssef,4 Avenue de la Paix,Calais,62100,0678901234,Areski,Djebbar,1,pending,,,,
174,2023-6-6,19:27:20,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Areski,Djebbar,6,FAILED_PROCESSING,,,,
175,2023-6-6,19:27:36,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Ismael,Djebbar,2,FAILED_PROCESSING,,,,
176,2023-6-6,19:30:36,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Mendes,JB,3,FAILED_PROCESSING,,,,
177,2023-6-6,19:30:53,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Areski,Djebbar,6,FAILED_PROCESSING,,,,
178,2023-6-6,19:31:6,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Michael,Bedia,5,FAILED_PROCESSING,,,,
179,2023-6-6,19:31:33,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Ryad,Mebarki,4,FAILED_PROCESSING,,,,
180,2023-6-6,19:31:51,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Ismael,Djebbar,5,FAILED_PROCESSING,,,,
181,2023-6-6,19:32:27,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Royce,Lounge,2,FAILED_PROCESSING,,,,
182,2023-6-6,19:34:3,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Ali,Zerouali,4,FAILED_PROCESSING,,,,
183,2023-6-6,19:35:23,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Magou,Ebenezer,6,FAILED_PROCESSING,,,,
184,2023-6-6,19:35:40,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Aboubacar,Magassouba,6,FAILED_PROCESSING,,,,
185,2023-6-6,19:37:8,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Aboubacar,Magassouba,1,FAILED_PROCESSING,,,,
186,2023-6-6,19:38:35,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Ismael,Djebbar,6,FAILED_PROCESSING,,,,
187,2023-6-6,19:40:23,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Areski,Djebbar,1,FAILED_PROCESSING,,,,
188,2023-6-6,19:40:54,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Areski,Djebbar,6,FAILED_PROCESSING,,,,
189,2023-6-6,19:41:48,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Hakim,Zerouali,6,FAILED_PROCESSING,,,,
190,2023-6-6,19:44:40,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Areski,Djebbar,6,FAILED_PROCESSING,,,,
191,2023-6-6,19:44:46,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Royce,Lounge,3,FAILED_PROCESSING,,,,
192,2023-6-6,19:47:42,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Hakim,Zerouali,5,FAILED_PROCESSING,,,,
193,2023-6-6,19:48:26,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Aboubacar,Magassouba,4,FAILED_PROCESSING,,,,
194,2023-6-6,19:52:36,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Aboubacar,Magassouba,5,FAILED_PROCESSING,,,,
195,2023-6-6,19:52:42,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Aboubacar,Magassouba,3,FAILED_PROCESSING,,,,
196,2023-6-6,19:55:51,fathi.Bel Hadj@gmail.com,France,Fathi,Bel Hadj,16 Rue des Lilas,Béthune,62400,0609876543,Sabrina,Djebbar,3,FAILED_PROCESSING,,,,
197,2023-6-6,20:0:12,jihed.Hamza@gmail.com,France,Jihed,Hamza,12 Rue du Moulin,Valenciennes,59300,0678901234,Ryad,Mebarki,3,COMPLETED,1,0,0,20.48
198,2023-6-6,20:6:25,azur.Cissé@gmail.com,France,Azur,Cissé,22 Rue des Platanes,Colmar,68000,0609876543,Ismael,Djebbar,1,FAILED_PROCESSING,,,,
199,2023-6-6,20:6:43,azur.Cissé@gmail.com,France,Azur,Cissé,22 Rue des Platanes,Colmar,68000,0609876543,Mendes,JB,5,FAILED_PROCESSING,,,,
200,2023-6-6,20:7:0,azur.Cissé@gmail.com,France,Azur,Cissé,22 Rue des Platanes,Colmar,68000,0609876543,Areski,Djebbar,6,COMPLETED,2,0,0,36.24
201,2023-6-6,20:12:34,dalla.Sylla@gmail.com,France,Dalla,Sylla,31 Rue du Paradis,Metz,57000,0665432109,Areski,Djebbar,6,FAILED_PROCESSING,,,,
202,2023-6-6,20:13:50,dalla.Sylla@gmail.com,France,Dalla,Sylla,31 Rue du Paradis,Metz,57000,0665432109,Magou,Ebenezer,4,FAILED_PROCESSING,,,,
203,2023-6-6,20:14:7,dalla.Sylla@gmail.com,France,Dalla,Sylla,31 Rue du Paradis,Metz,57000,0665432109,Linda,Ouchene,4,COMPLETED,1,0,0,20.48
204,2023-6-6,20:18:40,badara.Lefebvre@gmail.com,France,Badara,Lefebvre,26 Rue du Paradis,Metz,57000,0612345678,Hakim,Zerouali,1,COMPLETED,1,0,0,20.48
205,2023-6-6,20:24:53,bamba.Girard@gmail.com,France,Bamba,Girard,10 Rue des Acacias,Tarbes,65000,0678901234,Linda,Ouchene,6,FAILED_PROCESSING,2,0,0,36.24
206,2023-6-6,20:30:30,bamba.Girard@gmail.com,France,Bamba,Girard,10 Rue des Acacias,Tarbes,65000,0678901234,Ali,Zerouali,4,FAILED_PROCESSING,,,,
207,2023-6-6,20:30:48,bamba.Girard@gmail.com,France,Bamba,Girard,10 Rue des Acacias,Tarbes,65000,0678901234,Linda,Ouchene,1,COMPLETED,2,0,0,20.48
208,2023-6-6,20:31:8,djibril.Perrin@gmail.com,France,Djibril,Perrin,23 Avenue du Général Leclerc,Cayenne,97300,0612345678,Sabrina,Djebbar,5,FAILED_PROCESSING,2,0,0,36.24
209,2023-6-6,20:37:15,famara.Roux@gmail.com,France,Famara,Roux,15 Rue des Violettes,Troyes,10000,0665432109,Ali,Zerouali,2,pending,,,,
210,2023-6-6,20:37:35,famara.Roux@gmail.com,France,Famara,Roux,15 Rue des Violettes,Troyes,10000,0665432109,Hakim,Zerouali,1,COMPLETED,2,0,0,36.24
211,2023-6-6,20:43:29,kara.Lemaitre@gmail.com,France,Kara,Lemaitre,5 Rue de la Gare,Vichy,03200,0687654321,Ali,Zerouali,2,FAILED,2,0,0,36.24
212,2023-6-6,20:49:44,kéba.Gautier@gmail.com,France,Kéba,Gautier,18 Avenue de la République,Laon,02000,0612345678,Mendes,JB,3,COMPLETED,1,0,0,20.48
213,2023-6-6,20:55:57,khady.François@gmail.com,France,Khady,François,11 Rue des Tilleuls,Nanterre,92000,0678901234,Magou,Ebenezer,5,COMPLETED,2,0,0,36.24
214,2023-6-6,21:2:3,koumba.Vidal@gmail.com,France,Koumba,Vidal,21 Rue des Platanes,Colmar,68000,0609876543,Linda,Ouchene,4,COMPLETED,1,0,0,20.48
215,2023-6-6,21:8:17,lamine.Gilbert@gmail.com,France,Lamine,Gilbert,4 Avenue de la Paix,Calais,62100,0676543210,Ali,Zerouali,2,COMPLETED,1,0,0,20.48
216,2023-6-6,21:14:29,mademba.Dumas@gmail.com,France,Mademba,Dumas,12 Rue du Moulin,Valenciennes,59300,0612345678,Ryad,Mebarki,2,FAILED_PROCESSING,,,,
217,2023-6-6,21:16:54,mademba.Dumas@gmail.com,France,Mademba,Dumas,12 Rue du Moulin,Valenciennes,59300,0612345678,Michael,Bedia,3,pending,1,0,0,20.48
218,2023-6-6,21:20:45,madior.Berger@gmail.com,France,Madior,Berger,10 Rue des Lilas,Béthune,62400,0601122334,Linda,Ouchene,3,COMPLETED,1,0,0,20.48
219,2023-6-6,21:22:34,madior.Berger@gmail.com,France,Madior,Berger,10 Rue des Lilas,Béthune,62400,0601122334,Hakim,Zerouali,3,COMPLETED,1,0,0,20.48
220,2023-6-6,21:27:1,mapenda.Legrand@gmail.com,France,Mapenda,Legrand,18 Boulevard Jean Jaurès,Rouen,76000,0612345678,Areski,Djebbar,6,COMPLETED,1,0,0,20.48
221,2023-6-6,21:33:12,mayoro.Picard@gmail.com,France,Mayoro,Picard,7 Rue du Commerce,Vannes,56000,0678901234,Magou,Ebenezer,1,COMPLETED,2,0,0,36.24
222,2023-6-6,21:39:29,membaye.Garnier@gmail.com,France,Membaye,Garnier,22 Avenue du Général Leclerc,Cayenne,97300,0609876543,Mendes,JB,3,COMPLETED,1,0,0,20.48
223,2023-6-6,21:45:47,samba.Gerard@gmail.com,France,Samba,Gerard,15 Rue des Violettes,Troyes,10000,0676543210,Ismael,Djebbar,4,FAILED_PROCESSING,,,,
224,2023-6-6,21:48:14,samba.Gerard@gmail.com,France,Samba,Gerard,15 Rue des Violettes,Troyes,10000,0676543210,Hakim,Zerouali,5,FAILED_PROCESSING,,,,
225,2023-6-6,21:48:17,samba.Gerard@gmail.com,France,Samba,Gerard,15 Rue des Violettes,Troyes,10000,0676543210,Aboubacar,Magassouba,6,FAILED_PROCESSING,,,,
226,2023-6-6,21:48:19,samba.Gerard@gmail.com,France,Samba,Gerard,15 Rue des Violettes,Troyes,10000,0676543210,Michael,Bedia,2,FAILED_PROCESSING,,,,
227,2023-6-6,21:51:7,samba.Gerard@gmail.com,France,Samba,Gerard,15 Rue des Violettes,Troyes,10000,0676543210,Michael,Bedia,3,FAILED_PROCESSING,,,,
228,2023-6-6,21:51:24,samba.Gerard@gmail.com,France,Samba,Gerard,15 Rue des Violettes,Troyes,10000,0676543210,Mendes,JB,1,pending,,,,
229,2023-6-6,21:51:53,younes.El Khatib@gmail.com,France,Younes,El Khatib,15 Rue de la République,Lyon,69001,0676543210,Royce,Lounge,2,FAILED_PROCESSING,,,,
230,2023-6-6,21:52:53,younes.El Khatib@gmail.com,France,Younes,El Khatib,15 Rue de la République,Lyon,69001,0676543210,Royce,Lounge,6,FAILED_PROCESSING,,,,
231,2023-6-6,21:54:51,younes.El Khatib@gmail.com,France,Younes,El Khatib,15 Rue de la République,Lyon,69001,0676543210,Ismael,Djebbar,1,FAILED_PROCESSING,,,,
232,2023-6-6,21:56:8,younes.El Khatib@gmail.com,France,Younes,El Khatib,15 Rue de la République,Lyon,69001,0676543210,Royce,Lounge,2,pending,,,,
233,2023-6-6,21:58:4,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Linda,Ouchene,4,FAILED_PROCESSING,,,,
234,2023-6-6,21:58:10,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Hakim,Zerouali,3,FAILED_PROCESSING,,,,
235,2023-6-6,21:59:23,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Ali,Zerouali,2,FAILED_PROCESSING,,,,
236,2023-6-6,22:1:25,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Mendes,JB,5,FAILED_PROCESSING,,,,
237,2023-6-6,22:1:27,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Royce,Lounge,4,FAILED_PROCESSING,,,,
238,2023-6-6,22:3:7,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Ali,Zerouali,1,FAILED_PROCESSING,,,,
239,2023-6-6,22:4:25,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Mendes,JB,3,FAILED_PROCESSING,,,,
240,2023-6-6,22:4:42,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Sabrina,Djebbar,3,FAILED_PROCESSING,,,,
241,2023-6-6,22:5:10,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Ismael,Djebbar,3,FAILED_PROCESSING,,,,
242,2023-6-6,22:6:7,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Ryad,Mebarki,3,FAILED_PROCESSING,,,,
243,2023-6-6,22:7:41,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Aboubacar,Magassouba,3,FAILED_PROCESSING,,,,
244,2023-6-6,22:8:14,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Ismael,Djebbar,2,FAILED_PROCESSING,,,,
245,2023-6-6,22:8:33,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Sabrina,Djebbar,1,FAILED_PROCESSING,,,,
246,2023-6-6,22:9:8,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Areski,Djebbar,5,FAILED_PROCESSING,,,,
247,2023-6-6,22:10:56,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Sabrina,Djebbar,3,FAILED_PROCESSING,,,,
248,2023-6-6,22:11:47,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Areski,Djebbar,5,FAILED_PROCESSING,,,,
249,2023-6-6,22:14:11,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Hakim,Zerouali,5,FAILED_PROCESSING,,,,
250,2023-6-6,22:14:53,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Ismael,Djebbar,5,FAILED_PROCESSING,,,,
251,2023-6-6,22:17:26,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Ismael,Djebbar,4,FAILED_PROCESSING,,,,
252,2023-6-6,22:18:8,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Magou,Ebenezer,2,FAILED_PROCESSING,,,,
253,2023-6-6,22:21:32,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Linda,Ouchene,3,FAILED_PROCESSING,,,,
254,2023-6-6,22:21:34,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Ismael,Djebbar,4,FAILED_PROCESSING,,,,
255,2023-6-6,22:25:6,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Ryad,Mebarki,4,FAILED_PROCESSING,,,,
256,2023-6-6,22:25:15,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Michael,Bedia,4,FAILED_PROCESSING,,,,
257,2023-6-6,22:29:14,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Ali,Zerouali,5,FAILED_PROCESSING,,,,
258,2023-6-6,22:33:23,nour.Belhadj Ali@gmail.com,France,Nour,Belhadj Ali,10 Rue des Roses,Nantes,44000,0612345678,Michael,Bedia,4,FAILED_PROCESSING,,,,
259,2023-6-7,1:32:4,ikram.Bensaïd@gmail.com,France,Ikram,Bensaïd,11 Rue de la Liberté,Nîmes,30000,0612345678,Ismael,Djebbar,3,FAILED_PROCESSING,,,,
260,2023-6-7,1:33:43,ikram.Bensaïd@gmail.com,France,Ikram,Bensaïd,11 Rue de la Liberté,Nîmes,30000,0612345678,Mendes,JB,4,FAILED_PROCESSING,,,,
261,2023-6-7,1:35:48,ikram.Bensaïd@gmail.com,France,Ikram,Bensaïd,11 Rue de la Liberté,Nîmes,30000,0612345678,Mendes,JB,2,FAILED_PROCESSING,,,,
262,2023-6-7,1:37:1,ikram.Bensaïd@gmail.com,France,Ikram,Bensaïd,11 Rue de la Liberté,Nîmes,30000,0612345678,Sabrina,Djebbar,1,FAILED_PROCESSING,,,,
263,2023-6-7,1:37:52,ikram.Bensaïd@gmail.com,France,Ikram,Bensaïd,11 Rue de la Liberté,Nîmes,30000,0612345678,Aboubacar,Magassouba,1,COMPLETED,2,0,0,36.24
264,2023-6-7,1:49:10,anwar.Henry@gmail.com,France,Anwar,Henry,10 Rue du Commerce,Vannes,56000,0678901234,Ali,Zerouali,4,FAILED_PROCESSING,,,,
265,2023-6-7,1:49:27,anwar.Henry@gmail.com,France,Anwar,Henry,10 Rue du Commerce,Vannes,56000,0678901234,Ismael,Djebbar,6,FAILED_PROCESSING,,,,
266,2023-6-7,1:52:2,anwar.Henry@gmail.com,France,Anwar,Henry,10 Rue du Commerce,Vannes,56000,0678901234,Ismael,Djebbar,1,FAILED_PROCESSING,,,,
267,2023-6-7,1:55:28,anwar.Henry@gmail.com,France,Anwar,Henry,10 Rue du Commerce,Vannes,56000,0678901234,Mendes,JB,3,FAILED_PROCESSING,,,,
268,2023-6-7,1:56:17,anwar.Henry@gmail.com,France,Anwar,Henry,10 Rue du Commerce,Vannes,56000,0678901234,Magou,Ebenezer,1,FAILED_PROCESSING,,,,
269,2023-6-7,1:59:44,anwar.Henry@gmail.com,France,Anwar,Henry,10 Rue du Commerce,Vannes,56000,0678901234,Sabrina,Djebbar,6,FAILED_PROCESSING,,,,
270,2023-6-7,2:0:16,anwar.Henry@gmail.com,France,Anwar,Henry,10 Rue du Commerce,Vannes,56000,0678901234,Ryad,Mebarki,5,FAILED_PROCESSING,,,,
271,2023-6-7,2:2:23,anwar.Henry@gmail.com,France,Anwar,Henry,10 Rue du Commerce,Vannes,56000,0678901234,Sabrina,Djebbar,4,FAILED_PROCESSING,,,,
272,2023-6-7,2:2:54,anwar.Henry@gmail.com,France,Anwar,Henry,10 Rue du Commerce,Vannes,56000,0678901234,Sabrina,Djebbar,1,FAILED_PROCESSING,,,,
273,2023-6-7,2:3:10,anwar.Henry@gmail.com,France,Anwar,Henry,10 Rue du Commerce,Vannes,56000,0678901234,Mendes,JB,4,pending,,,,
274,2023-6-7,2:5:20,fathi.Le Gall@gmail.com,France,Fathi,Le Gall,16 Rue du Moulin,Valenciennes,59300,0665432109,Linda,Ouchene,1,FAILED_PROCESSING,,,,
275,2023-6-7,2:7:31,fathi.Le Gall@gmail.com,France,Fathi,Le Gall,16 Rue du Moulin,Valenciennes,59300,0665432109,Michael,Bedia,3,FAILED_PROCESSING,,,,
276,2023-6-7,2:8:4,fathi.Le Gall@gmail.com,France,Fathi,Le Gall,16 Rue du Moulin,Valenciennes,59300,0665432109,Royce,Lounge,4,FAILED_PROCESSING,,,,
277,2023-6-7,2:8:33,fathi.Le Gall@gmail.com,France,Fathi,Le Gall,16 Rue du Moulin,Valenciennes,59300,0665432109,Hakim,Zerouali,4,FAILED_PROCESSING,,,,
278,2023-6-7,2:11:59,fathi.Le Gall@gmail.com,France,Fathi,Le Gall,16 Rue du Moulin,Valenciennes,59300,0665432109,Areski,Djebbar,6,FAILED_PROCESSING,,,,
279,2023-6-7,2:12:47,fathi.Le Gall@gmail.com,France,Fathi,Le Gall,16 Rue du Moulin,Valenciennes,59300,0665432109,Hakim,Zerouali,6,FAILED_PROCESSING,,,,
280,2023-6-7,2:16:14,fathi.Le Gall@gmail.com,France,Fathi,Le Gall,16 Rue du Moulin,Valenciennes,59300,0665432109,Royce,Lounge,1,FAILED_PROCESSING,,,,
281,2023-6-7,2:18:19,fathi.Le Gall@gmail.com,France,Fathi,Le Gall,16 Rue du Moulin,Valenciennes,59300,0665432109,Hakim,Zerouali,2,pending,,,,
282,2023-6-7,2:20:17,ihsan.Moreau@gmail.com,France,Ihsan,Moreau,10 Rue du Temple,Angoulême,16000,0676543210,Magou,Ebenezer,4,FAILED_PROCESSING,,,,
283,2023-6-7,2:20:49,ihsan.Moreau@gmail.com,France,Ihsan,Moreau,10 Rue du Temple,Angoulême,16000,0676543210,Sabrina,Djebbar,1,FAILED_PROCESSING,,,,
284,2023-6-7,2:21:44,ihsan.Moreau@gmail.com,France,Ihsan,Moreau,10 Rue du Temple,Angoulême,16000,0676543210,Linda,Ouchene,5,FAILED_PROCESSING,,,,
285,2023-6-7,2:22:16,ihsan.Moreau@gmail.com,France,Ihsan,Moreau,10 Rue du Temple,Angoulême,16000,0676543210,Ali,Zerouali,1,FAILED_PROCESSING,,,,
286,2023-6-7,2:22:48,ihsan.Moreau@gmail.com,France,Ihsan,Moreau,10 Rue du Temple,Angoulême,16000,0676543210,Areski,Djebbar,4,FAILED_PROCESSING,1,0,0,20.48
287,2023-6-7,2:22:58,ihsan.Moreau@gmail.com,France,Ihsan,Moreau,10 Rue du Temple,Angoulême,16000,0676543210,Ali,Zerouali,4,FAILED_PROCESSING,,,,
288,2023-6-7,2:25:16,ihsan.Moreau@gmail.com,France,Ihsan,Moreau,10 Rue du Temple,Angoulême,16000,0676543210,Ali,Zerouali,1,FAILED_PROCESSING,,,,
